SHAPE_ID,VALUE,geom_simple,landgebruik,bodem,maaiveldhoogte,maaiveldhoogte_median,maaiveldhoogte_p95_minus_p05,maaiveldhoogte_iqr,water_percentage,stedelijk_percentage,infiltratie,permabiliteit,oppervlak,water_opp,stedelijk_opp,klei1_zand0,klei,veen,zand,stuw
AFVG1,0.064,"POLYGON ((5.0517 52.0188, 5.0537 52.0185, 5.0555 52.0173, 5.0592 52.016, 5.0688 52.0141, 5.0709 52.0103, 5.07 52.0086, 5.0715 52.0081, 5.0755 52.0083, 5.0781 52.0101, 5.0786 52.0126, 5.0778 52.0139, 5.076 52.0152, 5.0777 52.0145, 5.0804 52.0114, 5.0773 52.0089, 5.0755 52.008, 5.0735 52.0078, 5.0756 52.0039, 5.077 52.0034, 5.0779 52.0017, 5.066 51.9994, 5.0637 51.9969, 5.0644 51.9956, 5.0629 51.9943, 5.0615 51.9919, 5.0601 51.9916, 5.058 51.9902, 5.0548 51.9897, 5.0485 51.9876, 5.0404 51.984, 5.0357 51.981, 5.0296 51.9755, 5.0261 51.9734, 5.0228 51.9753, 5.0196 51.978, 5.0137 51.9804, 5.0108 51.9808, 5.0073 51.9806, 5.0062 51.9812, 5.0018 51.9816, 4.9981 51.9809, 4.9954 51.9784, 4.9931 51.9776, 4.9912 51.9771, 4.9885 51.9773, 4.9869 51.9767, 4.9848 51.9768, 4.9842 51.9759, 4.9843 51.9742, 4.9777 51.9686, 4.9759 51.966, 4.9713 51.9634, 4.9581 51.9641, 4.9503 51.9658, 4.9461 51.9661, 4.9441 51.9671, 4.9388 51.9669, 4.9321 51.9627, 4.9302 51.9582, 4.9273 51.9544, 4.9243 51.9537, 4.9226 51.9515, 4.9208 51.9503, 4.9194 51.9481, 4.9153 51.9464, 4.8947 51.943, 4.8857 51.9408, 4.8829 51.9414, 4.8768 51.9409, 4.8738 51.9402, 4.8712 51.9404, 4.8663 51.9419, 4.8629 51.9436, 4.8577 51.9442, 4.857 51.9447, 4.8575 51.9454, 4.8561 51.9464, 4.8572 51.9476, 4.8548 51.9484, 4.8539 51.9497, 4.8515 51.9495, 4.851 51.9549, 4.8528 51.9547, 4.8538 51.9542, 4.854 51.9535, 4.8546 51.9537, 4.8535 51.9546, 4.847 51.9563, 4.8479 51.9578, 4.8466 51.9588, 4.846 51.9607, 4.8435 51.9622, 4.8422 51.9652, 4.8397 51.9658, 4.8367 51.9678, 4.8308 51.9693, 4.8272 51.9717, 4.8473 51.9749, 4.8484 51.9743, 4.849 51.9746, 4.8529 51.9722, 4.8541 51.9724, 4.8551 51.9717, 4.8565 51.9721, 4.8573 51.9717, 4.8587 51.9722, 4.8578 51.973, 4.8608 51.9734, 4.8623 51.9724, 4.8625 51.973, 4.8658 51.9704, 4.8677 51.971, 4.869 51.9702, 4.8994 51.9809, 4.8928 51.9899, 4.8935 51.9905, 4.8962 51.9912, 4.8958 51.9918, 4.8968 51.9919, 4.8967 51.9923, 4.8981 51.9922, 4.9008 51.9931, 4.9005 51.9936, 4.9021 51.9934, 4.9026 51.9937, 4.9024 51.9941, 4.9033 51.9944, 4.9037 51.9938, 4.9049 51.9937, 4.9032 51.9954, 4.8477 51.9757, 4.8454 51.9761, 4.8445 51.9768, 4.8469 51.9773, 4.8486 51.9763, 4.903 51.9955, 4.8966 52.006, 4.8915 52.0047, 4.8837 52.0117, 4.8843 52.012, 4.8921 52.0049, 4.8977 52.0068, 4.8975 52.0056, 4.9032 51.9969, 4.9068 51.9979, 4.9069 51.9985, 4.9086 51.9989, 4.909 51.9983, 4.9095 51.9984, 4.9093 51.9988, 4.911 51.9992, 4.911 51.9997, 4.9131 51.9994, 4.9129 51.9997, 4.9134 51.9998, 4.9129 52.0005, 4.9157 52.0013, 4.9159 52.0009, 4.9178 52.0012, 4.9189 52.0007, 4.9208 52.0014, 4.9217 52.0005, 4.9214 52.001, 4.923 52.0014, 4.9234 52.0007, 4.9271 52.0005, 4.9312 52.0017, 4.9317 52.0007, 4.9348 52.0016, 4.9344 52.0023, 4.9365 52.0028, 4.9404 52.0035, 4.9413 52.0028, 4.9432 52.0036, 4.9443 52.0031, 4.9442 52.0038, 4.9465 52.0046, 4.9419 52.0122, 4.9439 52.0126, 4.9429 52.0144, 4.9434 52.0145, 4.9444 52.0128, 4.9476 52.0135, 4.9465 52.0153, 4.9481 52.0156, 4.9546 52.0047, 4.9572 52.0052, 4.9567 52.006, 4.9625 52.0068, 4.9639 52.0077, 4.9658 52.0075, 4.9686 52.008, 4.9683 52.0084, 4.9688 52.0085, 4.9695 52.0085, 4.9698 52.008, 4.9749 52.0089, 4.9754 52.0091, 4.975 52.0098, 4.9779 52.0107, 4.9791 52.0101, 4.9818 52.0107, 4.9822 52.01, 4.9828 52.01, 4.9868 52.0112, 4.9871 52.0106, 4.9879 52.0109, 4.9888 52.0104, 4.9893 52.0105, 4.9889 52.0112, 4.9906 52.0115, 4.9909 52.011, 4.9924 52.0114, 4.9942 52.0104, 4.9937 52.0112, 4.9948 52.0117, 4.9982 52.0116, 5.0004 52.0125, 5.0009 52.012, 5.0042 52.0119, 5.0068 52.0123, 5.0064 52.013, 5.0081 52.0135, 5.01 52.0133, 5.0102 52.0129, 5.012 52.0133, 5.0114 52.0143, 5.0116 52.0147, 5.0127 52.0137, 5.0141 52.014, 5.0137 52.0145, 5.0149 52.0148, 5.0162 52.0149, 5.0165 52.0144, 5.0189 52.0151, 5.0199 52.0144, 5.0216 52.0147, 5.022 52.0141, 5.0268 52.0149, 5.0271 52.0158, 5.0394 52.0188, 5.0444 52.0164, 5.0461 52.0162, 5.0509 52.019, 5.0517 52.0188))",Weidehooi,Klei op veen,-0.51,-0.84,2.9000000000000004,1.12,7.8,10.3,104.36,0.87,64203991,5007911,6613011,1,1,0,0,0
AFVG5,0.063,"POLYGON ((4.7776 52.002, 4.7778 52.0028, 4.781 52.0029, 4.7849 52.0027, 4.7877 52.003, 4.7882 52.0032, 4.7885 52.0034, 4.7891 52.0043, 4.7923 52.0066, 4.7965 52.0114, 4.7988 52.013, 4.8 52.0134, 4.8038 52.0139, 4.8069 52.014, 4.8072 52.0129, 4.8075 52.0125, 4.8077 52.0126, 4.8072 52.014, 4.8123 52.0139, 4.8143 52.0137, 4.8173 52.0142, 4.8192 52.0151, 4.8219 52.016, 4.8224 52.0156, 4.8226 52.0157, 4.8224 52.0161, 4.8238 52.0168, 4.825 52.0171, 4.8268 52.0168, 4.8336 52.0163, 4.8399 52.0166, 4.8424 52.0169, 4.8459 52.0179, 4.8469 52.0181, 4.8473 52.018, 4.8473 52.0182, 4.8476 52.0182, 4.8487 52.0188, 4.8505 52.0194, 4.8563 52.0201, 4.8573 52.0204, 4.8629 52.0229, 4.8642 52.0214, 4.8663 52.0216, 4.8686 52.021, 4.8699 52.021, 4.8708 52.0214, 4.8716 52.0207, 4.8741 52.0177, 4.8753 52.017, 4.8778 52.0171, 4.8915 52.0047, 4.8886 52.0038, 4.8878 52.0037, 4.8801 52.0011, 4.8786 52.0008, 4.8668 51.9964, 4.8534 51.9917, 4.8404 51.9878, 4.8381 51.9869, 4.8375 51.9869, 4.8356 51.9863, 4.8354 51.9861, 4.8381 51.9867, 4.8407 51.9877, 4.8451 51.9891, 4.8545 51.9919, 4.8789 52.0007, 4.8815 52.0013, 4.8875 52.0034, 4.8914 52.0045, 4.892 52.0043, 4.8962 52.006, 4.8968 52.0057, 4.903 51.9955, 4.8967 51.9933, 4.8968 51.9932, 4.8963 51.9932, 4.8912 51.9913, 4.8845 51.9891, 4.8743 51.9853, 4.8532 51.9779, 4.8514 51.9774, 4.8486 51.9763, 4.8469 51.9773, 4.8453 51.9771, 4.8445 51.9768, 4.8448 51.9765, 4.8454 51.9761, 4.8477 51.9757, 4.8483 51.9761, 4.8518 51.9773, 4.8528 51.9775, 4.8544 51.9782, 4.8691 51.9834, 4.8786 51.9866, 4.8803 51.9874, 4.8827 51.9881, 4.8832 51.9884, 4.9021 51.9949, 4.902 51.995, 4.9021 51.9949, 4.9032 51.9954, 4.9049 51.9937, 4.9046 51.9937, 4.9044 51.994, 4.9037 51.9938, 4.9033 51.9944, 4.9024 51.9941, 4.9026 51.9937, 4.9022 51.9936, 4.9021 51.9934, 4.9015 51.9933, 4.9012 51.9938, 4.9005 51.9936, 4.9008 51.9931, 4.8986 51.9926, 4.8988 51.9924, 4.8981 51.9922, 4.8978 51.9925, 4.8967 51.9923, 4.8968 51.9919, 4.8963 51.9917, 4.8961 51.9919, 4.8958 51.9918, 4.8962 51.9912, 4.8954 51.991, 4.8953 51.9911, 4.8935 51.9905, 4.8936 51.9902, 4.8928 51.9899, 4.8941 51.988, 4.894 51.9878, 4.8944 51.9877, 4.8954 51.9863, 4.8953 51.9861, 4.8968 51.9844, 4.8994 51.9809, 4.8947 51.9791, 4.8715 51.9712, 4.869 51.9702, 4.8687 51.9702, 4.8677 51.971, 4.8669 51.9706, 4.8668 51.9707, 4.8663 51.9705, 4.8662 51.9706, 4.8658 51.9704, 4.8625 51.973, 4.8623 51.9729, 4.8625 51.9725, 4.8623 51.9724, 4.8608 51.9734, 4.8578 51.973, 4.8587 51.9722, 4.8583 51.9723, 4.8573 51.9717, 4.8565 51.9721, 4.8559 51.9718, 4.8551 51.9717, 4.8541 51.9724, 4.8529 51.9722, 4.849 51.9746, 4.8484 51.9743, 4.8473 51.9749, 4.8453 51.9745, 4.8441 51.9746, 4.8424 51.9742, 4.8417 51.9743, 4.8418 51.9742, 4.841 51.974, 4.8343 51.9729, 4.8333 51.9726, 4.8326 51.9726, 4.8299 51.972, 4.829 51.9719, 4.8289 51.972, 4.8283 51.9717, 4.8272 51.9717, 4.8275 51.9714, 4.8277 51.9714, 4.8295 51.9703, 4.8299 51.9698, 4.8308 51.9693, 4.8322 51.969, 4.8331 51.969, 4.8348 51.9682, 4.8367 51.9678, 4.8382 51.967, 4.8397 51.9658, 4.8411 51.9657, 4.8422 51.9652, 4.8433 51.9632, 4.8435 51.9622, 4.844 51.9617, 4.8451 51.9613, 4.846 51.9607, 4.8464 51.96, 4.8461 51.9599, 4.8466 51.9593, 4.8466 51.9588, 4.8471 51.9586, 4.8475 51.958, 4.8479 51.9578, 4.847 51.9563, 4.8485 51.9559, 4.8495 51.9559, 4.8516 51.9549, 4.8523 51.955, 4.8535 51.9546, 4.8546 51.9537, 4.8546 51.9535, 4.854 51.9535, 4.8538 51.9542, 4.8528 51.9547, 4.8517 51.9547, 4.8511 51.955, 4.851 51.9549, 4.8509 51.9547, 4.8515 51.9495, 4.8513 51.9496, 4.8512 51.9499, 4.8503 51.9553, 4.8492 51.9558, 4.848 51.9559, 4.8469 51.9562, 4.8469 51.9565, 4.8477 51.9578, 4.8465 51.9588, 4.8464 51.9591, 4.8458 51.9596, 4.8461 51.9602, 4.8456 51.9609, 4.8437 51.9617, 4.8434 51.9622, 4.843 51.9624, 4.8431 51.9633, 4.8425 51.9638, 4.8425 51.9644, 4.842 51.9651, 4.8408 51.9656, 4.8396 51.9655, 4.8389 51.9663, 4.8374 51.9673, 4.8367 51.9676, 4.8357 51.9674, 4.8353 51.9679, 4.8339 51.9686, 4.8333 51.9688, 4.8311 51.9688, 4.8303 51.969, 4.8299 51.9693, 4.8295 51.9702, 4.8277 51.9713, 4.8261 51.9716, 4.8256 51.9723, 4.825 51.9726, 4.8226 51.973, 4.8198 51.9719, 4.8197 51.972, 4.8226 51.9731, 4.8229 51.9731, 4.8226 51.9741, 4.822 51.9747, 4.8221 51.9756, 4.8215 51.9764, 4.8214 51.9772, 4.8206 51.9776, 4.8198 51.9786, 4.8187 51.9792, 4.817 51.9793, 4.8162 51.9795, 4.8157 51.9798, 4.8153 51.9807, 4.8154 51.9811, 4.8146 51.9822, 4.8145 51.9828, 4.8123 51.9856, 4.8082 51.9882, 4.8058 51.9884, 4.805 51.9891, 4.8037 51.9896, 4.8024 51.9898, 4.8008 51.9904, 4.7997 51.9903, 4.7987 51.9904, 4.7976 51.9911, 4.7953 51.9918, 4.7946 51.9916, 4.7941 51.9911, 4.7933 51.9911, 4.7921 51.9916, 4.7904 51.9913, 4.7871 51.9912, 4.7839 51.992, 4.7828 51.993, 4.783 51.9935, 4.7838 51.9943, 4.7838 51.9945, 4.7825 51.9946, 4.7817 51.995, 4.7817 51.9955, 4.782 51.9963, 4.7825 51.9968, 4.7839 51.9974, 4.7839 51.9976, 4.7812 51.9989, 4.7784 51.9996, 4.7775 51.9993, 4.7766 52.0004, 4.7756 52.0021, 4.7768 52.0022, 4.7776 52.002), (4.8271 51.972, 4.8341 51.9732, 4.8451 51.975, 4.8341 51.9732, 4.8271 51.972))",Weidehooi,Kleidek op veen,-1.64,-1.71,1.3600000000000003,0.24,12.8,5.5,156.73,0.94,31664890,4053105,1741568,1,1,0,0,0
AFVG6,0.067,"POLYGON ((5.09 52.0675, 5.1019 52.0547, 5.1017 52.0546, 5.1021 52.0544, 5.1033 52.0528, 5.104 52.0513, 5.104 52.0507, 5.1033 52.0506, 5.1044 52.0489, 5.1043 52.0486, 5.1012 52.0449, 5.0998 52.0452, 5.0997 52.0449, 5.0991 52.045, 5.099 52.0445, 5.0985 52.0445, 5.0983 52.0438, 5.0985 52.0437, 5.0981 52.0425, 5.0976 52.0426, 5.0974 52.0424, 5.0957 52.0425, 5.0957 52.0419, 5.0961 52.0415, 5.0959 52.0408, 5.0973 52.0407, 5.0969 52.0403, 5.0973 52.0402, 5.0923 52.0341, 5.0908 52.0327, 5.0903 52.0318, 5.0877 52.0286, 5.0842 52.0294, 5.0841 52.0296, 5.0816 52.0304, 5.0785 52.0311, 5.0783 52.0307, 5.0785 52.0307, 5.0783 52.0301, 5.0779 52.0302, 5.077 52.0299, 5.0766 52.0296, 5.0764 52.029, 5.0765 52.0288, 5.0762 52.0281, 5.0748 52.0284, 5.0714 52.028, 5.0686 52.028, 5.0664 52.0271, 5.066 52.0264, 5.0663 52.0264, 5.0669 52.0257, 5.067 52.0253, 5.0659 52.0238, 5.0658 52.0232, 5.0653 52.0224, 5.066 52.0207, 5.067 52.0191, 5.0643 52.0198, 5.0621 52.0207, 5.0586 52.0231, 5.0574 52.0237, 5.0571 52.0231, 5.0563 52.0225, 5.0551 52.0209, 5.0548 52.0207, 5.051 52.0214, 5.0495 52.0221, 5.0482 52.0222, 5.0469 52.0228, 5.0468 52.024, 5.0459 52.0243, 5.0436 52.0261, 5.0424 52.0268, 5.0421 52.0273, 5.042 52.0284, 5.0414 52.0294, 5.0415 52.0297, 5.0425 52.0302, 5.0409 52.0315, 5.0404 52.0323, 5.0407 52.0324, 5.0359 52.0389, 5.0355 52.0401, 5.035 52.0408, 5.034 52.0416, 5.0284 52.043, 5.0274 52.0438, 5.0231 52.0454, 5.0218 52.0462, 5.0198 52.0469, 5.0193 52.0491, 5.0177 52.0526, 5.0162 52.0542, 5.0143 52.0551, 5.0136 52.0557, 5.0144 52.0568, 5.0131 52.0571, 5.0169 52.0613, 5.0176 52.061, 5.0186 52.062, 5.0213 52.0616, 5.0209 52.061, 5.0211 52.0609, 5.0217 52.0598, 5.023 52.0596, 5.0228 52.0594, 5.0223 52.0575, 5.0238 52.0573, 5.0235 52.0558, 5.0261 52.0559, 5.0269 52.0556, 5.028 52.0598, 5.0284 52.0608, 5.0291 52.0604, 5.036 52.0597, 5.0413 52.06, 5.048 52.0589, 5.0503 52.064, 5.0521 52.0637, 5.0558 52.0634, 5.0581 52.0629, 5.0635 52.0624, 5.0672 52.0618, 5.0677 52.063, 5.0663 52.0635, 5.0653 52.0642, 5.0648 52.065, 5.0646 52.0659, 5.065 52.0668, 5.0701 52.0656, 5.077 52.0823, 5.078 52.0822, 5.0793 52.0817, 5.0804 52.0784, 5.0815 52.0767, 5.0871 52.0705, 5.0885 52.0693, 5.0886 52.069, 5.09 52.0675))",Weidehooi,Klei met zware tussenlaag of ondergrond,0.76,0.46,3.3200000000000003,1.2000000000000002,7.5,17.3,82.43,0.69,20856475,1564235,3608170,1,1,0,0,0
AFVG8,0.068,"POLYGON ((5.0762 52.0979, 5.0684 52.0986, 5.0631 52.1044, 5.0616 52.1058, 5.0595 52.1072, 5.0554 52.1091, 5.0384 52.116, 5.0411 52.1173, 5.047 52.1207, 5.047 52.121, 5.0544 52.1257, 5.0551 52.1254, 5.0575 52.124, 5.058 52.1236, 5.0579 52.1235, 5.059 52.1228, 5.062 52.1214, 5.0632 52.1207, 5.0649 52.1194, 5.066 52.1189, 5.0663 52.1189, 5.0726 52.1153, 5.0738 52.1144, 5.0753 52.1127, 5.0761 52.1113, 5.0761 52.1076, 5.0758 52.1074, 5.0757 52.1063, 5.0747 52.106, 5.0745 52.1062, 5.0744 52.1075, 5.0739 52.1085, 5.0598 52.1166, 5.0579 52.1175, 5.0576 52.1161, 5.0577 52.116, 5.059 52.1161, 5.068 52.1109, 5.0676 52.1107, 5.0642 52.1107, 5.0642 52.1102, 5.0693 52.1101, 5.0721 52.1085, 5.0717 52.1082, 5.0703 52.1082, 5.0697 52.1084, 5.0691 52.1083, 5.0663 52.1084, 5.0663 52.1078, 5.0705 52.1077, 5.0726 52.1075, 5.0729 52.1072, 5.0728 52.1059, 5.0724 52.1057, 5.0684 52.1057, 5.0681 52.1055, 5.068 52.1052, 5.0681 52.1049, 5.0683 52.1049, 5.0685 52.1052, 5.0746 52.105, 5.0755 52.1047, 5.0755 52.1017, 5.0753 52.1014, 5.0743 52.1011, 5.071 52.1013, 5.0697 52.1012, 5.0694 52.1011, 5.0693 52.1009, 5.0697 52.1003, 5.0703 52.1002, 5.0722 52.1002, 5.0725 52.1004, 5.0755 52.1003, 5.0759 52.0998, 5.0762 52.0979))",Bedrijventerrein,Klei met zware tussenlaag of ondergrond,1.77,1.55,3.8,0.3699999999999999,3.1,63.5,36.7,0.31,3401560,105448,2159990,1,1,0,0,0
AFVG13,0.084,"POLYGON ((4.8559 52.1541, 4.8573 52.1543, 4.8571 52.1548, 4.8587 52.1546, 4.8588 52.1548, 4.8601 52.1544, 4.8635 52.1542, 4.8637 52.1539, 4.8635 52.1537, 4.8631 52.1537, 4.8628 52.1535, 4.863 52.153, 4.8629 52.1529, 4.8634 52.1525, 4.8636 52.152, 4.8643 52.1513, 4.8653 52.1499, 4.8656 52.1492, 4.8664 52.1485, 4.8666 52.1479, 4.8679 52.146, 4.8685 52.1448, 4.8691 52.1441, 4.8695 52.1433, 4.8701 52.1426, 4.8705 52.1417, 4.8707 52.1416, 4.8724 52.139, 4.8712 52.1389, 4.8705 52.1384, 4.8708 52.1381, 4.8708 52.1374, 4.87 52.1351, 4.8686 52.1345, 4.8684 52.1338, 4.8677 52.1332, 4.8669 52.1332, 4.8659 52.1325, 4.8656 52.1313, 4.8646 52.1312, 4.8625 52.1316, 4.8616 52.1315, 4.8612 52.1313, 4.8605 52.1313, 4.8599 52.131, 4.86 52.1303, 4.8598 52.1303, 4.8593 52.1298, 4.8593 52.1296, 4.8596 52.1295, 4.8599 52.1291, 4.8596 52.1288, 4.8591 52.1273, 4.8585 52.1263, 4.8585 52.126, 4.8571 52.1251, 4.8576 52.1236, 4.8571 52.1231, 4.8575 52.122, 4.8555 52.1206, 4.8557 52.1195, 4.8564 52.1189, 4.8567 52.1189, 4.8574 52.1194, 4.8578 52.1194, 4.858 52.1196, 4.858 52.1201, 4.8585 52.1201, 4.8603 52.1176, 4.8604 52.1166, 4.8603 52.1163, 4.8606 52.1162, 4.8613 52.1163, 4.8619 52.1159, 4.8625 52.1148, 4.8635 52.1138, 4.8636 52.1135, 4.8635 52.1129, 4.8629 52.1124, 4.8631 52.112, 4.8633 52.1119, 4.8637 52.112, 4.8638 52.1118, 4.863 52.1114, 4.863 52.1111, 4.8632 52.111, 4.863 52.1104, 4.8647 52.1087, 4.8648 52.1082, 4.8646 52.1079, 4.866 52.1068, 4.8665 52.1062, 4.866 52.1056, 4.8667 52.1045, 4.8671 52.1042, 4.8678 52.1041, 4.8678 52.1039, 4.8681 52.1039, 4.8684 52.1033, 4.8693 52.1031, 4.8694 52.1028, 4.8687 52.1014, 4.8656 52.0975, 4.8625 52.0962, 4.8624 52.0964, 4.8619 52.0965, 4.8622 52.0961, 4.8619 52.0958, 4.8619 52.0955, 4.8618 52.0952, 4.8619 52.0952, 4.8617 52.0953, 4.8615 52.0952, 4.8592 52.0961, 4.8577 52.0969, 4.8558 52.0974, 4.8545 52.0982, 4.8522 52.0988, 4.8471 52.1016, 4.8458 52.1021, 4.8453 52.1022, 4.8451 52.1021, 4.8434 52.1027, 4.8422 52.1029, 4.8397 52.1029, 4.8393 52.1027, 4.8365 52.1029, 4.8345 52.1034, 4.8313 52.1046, 4.8319 52.089, 4.8321 52.0865, 4.8324 52.0863, 4.8325 52.086, 4.8319 52.0861, 4.8316 52.089, 4.8312 52.0995, 4.8312 52.1046, 4.8279 52.1053, 4.8251 52.1054, 4.8242 52.1053, 4.8253 52.107, 4.8254 52.1074, 4.8238 52.1079, 4.8213 52.109, 4.8174 52.1109, 4.8097 52.1143, 4.8091 52.1147, 4.8061 52.1159, 4.8055 52.1163, 4.7952 52.121, 4.794 52.1214, 4.7934 52.1219, 4.7924 52.1223, 4.7924 52.1227, 4.7926 52.1231, 4.7935 52.1237, 4.7963 52.1242, 4.7985 52.1251, 4.8002 52.1249, 4.8012 52.1246, 4.8022 52.1246, 4.8031 52.1253, 4.804 52.1265, 4.8059 52.1269, 4.8072 52.1281, 4.808 52.1285, 4.8084 52.129, 4.8079 52.13, 4.8084 52.1305, 4.8086 52.1314, 4.8088 52.1316, 4.81 52.1316, 4.8104 52.1318, 4.8107 52.1321, 4.8107 52.1323, 4.8105 52.1325, 4.8087 52.133, 4.8083 52.1334, 4.8081 52.1343, 4.8078 52.1347, 4.8078 52.1351, 4.809 52.1358, 4.8091 52.1363, 4.8088 52.137, 4.809 52.1373, 4.8107 52.1374, 4.8111 52.1376, 4.8112 52.1378, 4.8108 52.1383, 4.8109 52.1387, 4.8124 52.1394, 4.8132 52.1401, 4.8144 52.1401, 4.816 52.1393, 4.8168 52.1393, 4.8174 52.1396, 4.8177 52.1404, 4.818 52.1407, 4.8193 52.1413, 4.8203 52.1421, 4.8211 52.1421, 4.8223 52.1418, 4.823 52.1421, 4.827 52.1422, 4.8286 52.143, 4.8302 52.1432, 4.8309 52.1437, 4.8318 52.144, 4.8321 52.1444, 4.8308 52.1484, 4.8306 52.1495, 4.8317 52.15, 4.8318 52.1503, 4.8322 52.1505, 4.8408 52.151, 4.8426 52.1515, 4.8455 52.152, 4.8478 52.1527, 4.8507 52.153, 4.8559 52.1541))",Weidehooi,Veraarde bovengrond op diep veen,-2.16,-2.16,0.94,0.4100000000000001,12.5,4.8,413.45,0.94,19563236,2445404,939035,1,0,1,0,0
AFVG15,0.032,"POLYGON ((4.9757 52.1058, 4.9754 52.1047, 4.9739 52.1038, 4.9731 52.1031, 4.9728 52.1025, 4.9728 52.102, 4.9733 52.1012, 4.9757 52.0997, 4.9767 52.0986, 4.9754 52.0981, 4.9733 52.0969, 4.9726 52.0962, 4.9669 52.0964, 4.9661 52.0963, 4.9645 52.0957, 4.9632 52.0944, 4.9627 52.0933, 4.9627 52.0926, 4.963 52.0922, 4.9633 52.0921, 4.963 52.0918, 4.9626 52.0909, 4.9618 52.0906, 4.9582 52.0904, 4.9567 52.0905, 4.9547 52.0911, 4.9523 52.0921, 4.9522 52.0919, 4.9521 52.092, 4.9523 52.0922, 4.9504 52.0931, 4.9477 52.0937, 4.9463 52.0945, 4.9453 52.0954, 4.9429 52.0989, 4.9409 52.1005, 4.9418 52.1008, 4.9423 52.1008, 4.9431 52.1007, 4.9434 52.1005, 4.9441 52.1006, 4.9474 52.1002, 4.9504 52.1008, 4.9571 52.1014, 4.9652 52.1025, 4.9665 52.1027, 4.9678 52.1032, 4.9699 52.1044, 4.9712 52.1055, 4.972 52.1055, 4.9721 52.106, 4.9757 52.1058))",Woongebied,Licht klei met homogeen profiel,0.08,0.02,1.37,0.56,10.6,26.9,74.65,0.62,2009559,213013,540571,1,1,0,0,0
AFVG16,0.036,"POLYGON ((4.796 52.085, 4.7946 52.0799, 4.7946 52.0797, 4.7948 52.0796, 4.7952 52.0816, 4.7962 52.085, 4.7974 52.0846, 4.8024 52.0818, 4.8105 52.0783, 4.8072 52.0683, 4.8067 52.0673, 4.806 52.0664, 4.8055 52.0651, 4.8055 52.0647, 4.8052 52.0641, 4.805 52.064, 4.8037 52.0609, 4.8029 52.0594, 4.8009 52.0546, 4.7994 52.0516, 4.7984 52.0489, 4.8006 52.0448, 4.8009 52.0437, 4.8043 52.0369, 4.8062 52.0335, 4.8065 52.0332, 4.8081 52.0299, 4.8092 52.028, 4.8092 52.0278, 4.8052 52.027, 4.8046 52.027, 4.8042 52.0267, 4.8042 52.0265, 4.8044 52.0264, 4.8047 52.0255, 4.8049 52.0253, 4.805 52.0254, 4.8053 52.025, 4.8053 52.0244, 4.8056 52.0244, 4.8053 52.0244, 4.8056 52.0237, 4.8095 52.0168, 4.8101 52.0155, 4.81 52.0154, 4.8105 52.0146, 4.8061 52.0145, 4.8034 52.0142, 4.8004 52.0197, 4.8002 52.0203, 4.8 52.0204, 4.7999 52.0208, 4.7975 52.0248, 4.7974 52.0252, 4.7969 52.0254, 4.7931 52.025, 4.7883 52.0337, 4.787 52.0364, 4.7849 52.0393, 4.7795 52.0458, 4.7784 52.0478, 4.7859 52.0702, 4.7861 52.0712, 4.7869 52.0729, 4.7866 52.0795, 4.7864 52.0805, 4.7869 52.0813, 4.7862 52.0821, 4.786 52.0838, 4.789 52.0846, 4.7912 52.0854, 4.7916 52.0854, 4.7916 52.0845, 4.7918 52.0845, 4.7917 52.0854, 4.7939 52.0854, 4.796 52.085))",Weidehooi,Veraarde bovengrond op diep veen,-1.71,-1.94,1.85,0.6000000000000001,13.5,5.9,270.61,0.92,9475066,1279133,559028,1,0,1,0,0
