SHAPE_ID,VALUE,geom_simple,landgebruik,bodem,maaiveldhoogte,maaiveldhoogte_median,maaiveldhoogte_p95_minus_p05,maaiveldhoogte_iqr,water_percentage,stedelijk_percentage,infiltratie,permabiliteit,oppervlak,water_opp,stedelijk_opp,klei1_zand0,klei,veen,zand,stuw,peil_range,kwel_mean,peil_min,peil_max,peil_mean,peil_std
AFVG1,0.064,"POLYGON ((131970.05516990824 447880.48400438216, 132107.18736638024 447846.47483294405, 132230.13556430215 447712.400700945, 132483.4691912769 447566.61343097105, 133141.5543022998 447352.293522819, 133283.87884350852 446928.8869558051, 133221.26300239726 446740.0193490258, 133324.00888461393 446683.9423286342, 133598.74094357618 446705.0081041185, 133778.1058433048 446904.508279584, 133813.61515758734 447182.5051377246, 133759.30919798315 447327.3729673376, 133636.35814788594 447472.5349601542, 133752.72850605068 447394.1564932074, 133936.62555416016 447048.4732996903, 133722.61157405603 446771.23373882554, 133598.59777049214 446671.63099236134, 133461.18309201792 446649.9705136218, 133603.50766077032 446215.4478309819, 133699.40202737012 446159.40805256297, 133760.3967217854 445970.00779785664, 132942.10512036228 445717.6620417609, 132782.92026041308 445440.2206318773, 132830.35118883435 445295.3730247087, 132726.68833078546 445151.19789960555, 132629.3392367384 444884.61177164764, 132533.03149987804 444851.6666503521, 132388.08870245985 444696.55861550797, 132168.03738755418 444641.9308074208, 131734.2186422077 444410.2900386143, 131175.9145014988 444012.3908062493, 130851.42912902491 443680.1727291943, 130429.34489570893 443070.3074371379, 130187.70271974901 442837.85838648945, 129962.01251854267 443050.3770035291, 129743.66241035449 443351.876166345, 129339.67474770811 443620.95805168746, 129140.67121227212 443666.48850387917, 128900.10220407465 443645.48846347147, 128824.88100769972 443712.6378417398, 128522.83641644017 443758.7342868915, 128268.23123568535 443682.2094774437, 128081.24011744327 443405.06569338165, 127922.73733980962 443316.91524275695, 127791.89355518561 443261.9968228769, 127606.50844154292 443285.2623451534, 127496.21105437544 443219.1130232734, 127351.98803256181 443231.0354828402, 127310.20867555725 443131.13347962644, 127316.03091543906 442941.9601380771, 126859.02913285542 442321.4617084845, 126733.69725622243 442032.8950027743, 126415.91468715986 441745.429048341, 125509.17473840651 441828.5819692013, 124974.24784828408 442020.9104499298, 124685.81166512147 442056.0307099243, 124549.04391702026 442168.1224840427, 124184.68268813437 442148.10537328664, 123721.32059107556 441683.69428757066, 123587.5888370672 441183.8641802814, 123385.58185204845 440762.35116831743, 123178.86318535212 440685.7816533753, 123060.43724754383 440441.76570526545, 122935.83896371473 440309.05195550807, 122838.01759662124 440064.9090522386, 122554.91258028182 439877.597504743, 121136.0366971283 439508.7270805313, 120515.52422043323 439268.19791117974, 120323.45510413987 439336.2829542299, 119903.62488864378 439283.5834093076, 119696.79079226183 439207.15793894674, 119518.16654464114 439230.67492538143, 119182.42843681862 439399.9603577467, 118950.0096392753 439590.77431173035, 118592.95889705504 439660.1191013366, 118545.23536357004 439716.09731223516, 118580.18066737754 439793.72492785426, 118484.73756283936 439905.6820805457, 118561.33924256601 440038.6356631104, 118396.98888199375 440128.84542741213, 118336.17539928615 440273.93021603476, 118171.0167885024 440252.8927199554, 118141.07527967557 440853.92186186, 118264.64327044778 440830.7595265627, 118332.97508599656 440774.62712682365, 118346.1518827918 440696.64788056805, 118387.56011225778 440718.59640514915, 118312.6796351005 440819.28044919367, 117867.27397672513 441011.71479400276, 117930.37624917725 441178.1375298024, 117841.84794265752 441290.05624494277, 117802.18189116282 441501.747371205, 117631.60328687631 441669.9122189506, 117544.75929377279 442004.34606990404, 117373.45233353323 442072.3904833365, 117168.96890077318 442296.4577935773, 116764.79906078418 442466.4280438608, 116519.47337410347 442735.33999869187, 117903.2696283613 443080.90326469933, 117978.3547090055 443013.58922377584, 118019.82795140948 443046.66023264563, 118285.83211443818 442777.6704523151, 118368.45131166349 442799.3158663039, 118436.59403888448 442720.93367303273, 118533.11875255361 442764.73221622844, 118587.76500601589 442719.8290092368, 118684.36930244087 442774.7559849436, 118623.17574477753 442864.210242661, 118829.63442301282 442907.2147723396, 118931.89802217041 442795.2140403827, 118946.12263309682 442861.8678869894, 119170.7971086196 442570.97229675093, 119301.83495040685 442636.79031221016, 119390.53001875918 442547.1483480018, 121487.50294539376 443723.12235578307, 121040.89483913712 444727.4871238659, 121089.4288724976 444793.91360117437, 121275.40589204169 444870.53594485234, 121248.38359784303 444937.47510363715, 121317.14216457485 444948.13663131656, 121310.5742574184 444992.6852834578, 121406.65516627126 444980.9115085082, 121592.76924189307 445079.7968259319, 121572.53741532424 445135.56268910214, 121682.27804082242 445112.5766457792, 121716.84117678023 445145.7242270665, 121703.40199486996 445190.3181789855, 121765.43626793104 445223.2828702475, 121792.46386709993 445156.3464982869, 121874.80655310754 445144.6731585442, 121759.3094369621 445334.58443318866, 117931.41409898922 443169.7032045476, 117773.7177411693 443215.38103300385, 117712.46283745841 443293.7210424953, 117877.77137995763 443348.1197692075, 117993.74600720996 443235.997535003, 121745.6479817082 445345.80153346556, 121313.99815494104 446516.93665604794, 120962.83658489393 446374.680935512, 120432.65733997202 447157.1551685884, 120474.08015087029 447190.2466387451, 121004.18643746368 446396.65119168645, 121390.12574050637 446605.431976048, 121375.49374611535 446472.01736428833, 121760.42112874593 445501.46818988794, 122008.38927659421 445611.0832592808, 122015.69797689801 445677.7913950969, 122132.73567226095 445721.52337261726, 122159.76538071444 445654.5889516358, 122194.17531769542 445665.4886667407, 122180.73335155574 445710.08135716565, 122297.7688134437 445753.81720461213, 122298.13341180571 445809.44517779426, 122442.12564953997 445775.12528699555, 122428.60915410408 445808.59171537874, 122463.01743052978 445819.4932841009, 122429.19018575622 445897.5964915402, 122622.04442760127 445985.3497964582, 122635.4895497299 445940.75828562514, 122766.17747585612 445973.29044734593, 122841.35501463116 445917.1749923652, 122972.32784557554 445994.2149629371, 123033.4883041068 445893.68817525235, 123013.24386266443 445949.4482275145, 123123.39938504875 445993.24746562744, 123150.36979272816 445915.1928081278, 123404.30776594809 445891.3261399494, 123686.69387170997 446023.0584896149, 123720.33060584174 445911.5870031451, 123933.83108227482 446010.3874858114, 123906.84898621298 446088.4378934939, 124051.39593571461 446143.16937424644, 124319.67540247312 446219.3946704749, 124380.99661073674 446141.13566527795, 124512.00748253362 446229.3416531254, 124587.20054112088 446173.2525272669, 124580.80875588348 446251.17375500605, 124739.27882105758 446339.2183201562, 124428.60658026209 447186.6920803663, 124566.18297213149 447230.35493995494, 124498.75587635464 447431.0358170976, 124533.14836724056 447441.95166038553, 124600.64449943604 447252.3968866723, 124820.80059123859 447328.9422601765, 124746.4998952529 447529.6613414994, 124856.53793520655 447562.37321182154, 125295.52424696897 446347.0013788105, 125474.37978075887 446401.56977801543, 125440.57555648006 446490.77816307195, 125839.33535546136 446577.4395115171, 125936.04382087976 446677.0093258948, 126066.36762930983 446653.9997008752, 126258.93534258478 446708.516598881, 126238.59424058502 446753.13790100993, 126272.98748299906 446764.06573703955, 126321.04821897103 446763.78919875465, 126341.32609504546 446708.04258629115, 126692.0550718634 446806.1740791801, 126726.50999191232 446828.2306935474, 126699.48891622011 446906.2659951694, 126899.15607290302 447005.2712745567, 126981.16694681133 446938.0538912596, 127166.91004251264 447003.7700624573, 127193.93786596136 446925.7372954135, 127235.13143361665 446925.50784028776, 127510.49101146866 447057.49477621075, 127530.71964369717 446990.6273389369, 127585.8271144428 447023.70217053, 127647.3112094079 446967.7346553311, 127681.69981825068 446978.6722027341, 127654.66467869523 447056.70231891377, 127771.55890120116 447089.440854539, 127791.85157708531 447033.7001437827, 127895.07507084613 447077.6421530207, 128018.05018535066 446965.7155152176, 127984.20454906659 447054.9066424773, 128060.02455499189 447110.12653931783, 128293.38652114161 447097.74565490044, 128444.95741729075 447197.07032613805, 128478.98773796894 447141.2593370955, 128705.48383737751 447128.93424564076, 128884.21494266162 447172.49920129613, 128857.16212043383 447250.5227869326, 128974.15982232546 447305.54085859074, 129104.48059048178 447282.61061622534, 129117.97986964925 447238.03663667844, 129241.7825733426 447281.8996865532, 129201.16743777381 447393.3693777064, 129215.12739285774 447437.8011091577, 129290.0676577494 447326.1544790525, 129386.34959665389 447359.0370550101, 129359.175594596 447414.80655755365, 129441.72562238917 447447.7608037417, 129531.02575509499 447458.42998677405, 129551.33649706628 447402.69644148974, 129716.48966872948 447479.73834661837, 129784.74422095867 447401.511022007, 129901.61604864121 447434.2994731711, 129928.74006723228 447367.407247801, 130258.7006554811 447454.7673613128, 130279.7915069548 447554.7964753307, 131125.75023389029 447884.45416755485, 131467.7037580252 447615.806119097, 131584.2980970428 447593.0054882025, 131915.24400691135 447902.9892984567, 131970.05516990824 447880.48400438216))",Weidehooi,Klei op veen,-0.51,-0.84,2.9,1.12,7.8,10.3,104.36,0.87,64203991,5007911,6613011,1,1,0,0,0,4.18,0.128947287,-3.19,0.99,-1.459201102,0.971109135
AFVG5,0.063,"POLYGON ((113139.55252001957 446133.78611703916, 113154.03257447307 446222.6748437234, 113373.85675336976 446231.9619784137, 113641.4693309505 446207.48356683564, 113834.01021828622 446239.26977216825, 113868.52657610868 446261.2375782551, 113889.30959397453 446283.318780079, 113931.33305720799 446383.1089746191, 114153.1526838195 446637.19159915595, 114445.86828012258 447168.8634425769, 114605.2119425755 447345.59042260883, 114687.9523011392 447389.4259554622, 114949.26877560077 447442.95175499585, 115162.1701097182 447452.3727296212, 115181.78770735787 447329.8273453087, 115202.0277960203 447285.1608074304, 115215.8468147461 447296.17679472856, 115182.76482057635 447452.20825424953, 115532.78692979239 447438.2996471863, 115669.90989188006 447414.9638715646, 115876.29492354958 447468.9716566239, 116007.5105384924 447568.0800414691, 116193.63777528665 447666.76422039396, 116227.61479532107 447621.99502466415, 116241.43059891989 447633.01385173644, 116228.04730200573 447677.62279419875, 116324.7555755873 447754.7553997476, 116407.38769032515 447787.4938804543, 116530.69009858451 447753.16246958764, 116997.0512564219 447693.9555020924, 117429.77040579349 447724.05521590967, 117601.63378670279 447756.14194037014, 117842.71954466739 447865.60164244997, 117911.5283042188 447887.3417737373, 117938.9027995212 447876.01205195003, 117939.06817549713 447898.2632075863, 117959.66101749642 447898.11019903014, 118035.6629510019 447964.30337300606, 118159.7115571928 448030.1424802289, 118558.39851144954 448105.0961023366, 118627.28192414873 448137.97169413813, 119013.67060991228 448413.32248665555, 119101.69548140322 448245.79531408916, 119245.99481795522 448267.01083456364, 119403.38495400109 448199.12771074515, 119492.61516179443 448198.4914889113, 119554.70628356542 448242.5543680947, 119609.06392992553 448164.2851131101, 119778.30419017372 447829.3021000946, 119860.12784740841 447750.8417828364, 120031.81782078839 447760.7610534643, 120962.83658489393 446374.680935512, 120763.02470926518 446275.91325299034, 120708.01618705544 446265.16496087186, 120177.27519072464 445979.5623439863, 120074.0378095345 445946.90562797105, 119260.230385862 445463.1192034941, 118336.12669069401 444946.8950887562, 117439.97709581302 444519.6394351777, 117281.23491110824 444420.7012072505, 117240.02048765552 444421.01284852903, 117109.00138666952 444355.248856331, 117095.09407925233 444333.10214027064, 117281.06675275193 444398.4501684933, 117460.5002165843 444508.35887390235, 117763.8961524094 444661.85213938815, 118411.84160680868 444968.59166858444, 120094.56085520823 445935.6358825259, 120273.56689413363 446001.1434110901, 120687.18705963269 446231.92984840705, 120955.8183660353 446352.47661105683, 120996.865101534 446329.94445144356, 121286.53346505671 446517.1221951623, 121327.50520563082 446483.46715812397, 121745.6479817082 445345.80153346556, 121311.32532434328 445103.94102053955, 121318.11835075867 445092.7690852037, 121283.77768449127 445093.00098425214, 120932.05992390857 444883.99404949124, 120470.18232974682 444642.39437439374, 119766.58515235464 444224.5200061705, 118311.10640510765 443411.6731424436, 118187.02801006814 443356.95593439596, 117993.74600720996 443235.997535003, 117877.77137995763 443348.1197692075, 117767.67671775 443326.6873562208, 117712.46283745841 443293.7210424953, 117732.82555882548 443260.19061556313, 117773.7177411693 443215.38103300385, 117931.41409898922 443169.7032045476, 117972.96888758897 443213.8993381436, 118214.42816424172 443345.62784870196, 118283.29728931707 443367.3731157242, 118393.79662048139 443444.44448745984, 119407.87262628376 444015.66900127416, 120062.97890303574 444367.0758352605, 120180.37514769133 444455.2642256815, 120345.77224324105 444531.9957399, 120380.34830106894 444565.1340615807, 121683.39224457383 445279.46034211834, 121676.59866526868 445290.63178162184, 121683.39224457383 445279.46034211834, 121759.3094369621 445334.58443318866, 121874.80655310754 445144.6731585442, 121854.20237227474 445144.80997076875, 121840.68803531822 445178.2779688997, 121792.46386709993 445156.3464982869, 121765.43626793104 445223.2828702475, 121703.40199486996 445190.3181789855, 121716.84117678023 445145.7242270665, 121689.29467510953 445134.7819531919, 121682.27804082242 445112.5766457792, 121640.99503945325 445101.7263671437, 121620.76276827081 445157.49203542736, 121572.53741532424 445135.56268910214, 121592.76924189307 445079.7968259319, 121441.29586421608 445025.18275461305, 121454.882746693 445002.83925127424, 121406.65516627126 444980.9115085082, 121386.27511903 445014.42697425274, 121310.5742574184 444992.6852834578, 121317.14216457485 444948.13663131656, 121282.65016779878 444926.1173914259, 121269.06383823307 444948.4613627179, 121248.38359784303 444937.47510363715, 121275.40589204169 444870.53594485234, 121220.30776805077 444848.6564221515, 121213.51461857182 444859.82848688983, 121089.4288724976 444793.91360117437, 121096.07067724093 444760.49023318954, 121040.89483913712 444727.4871238659, 121128.75256894084 444515.494597807, 121121.73260491944 444493.29009005695, 121149.13298589899 444481.97810245206, 121216.76849646305 444325.75481656956, 121209.74867149102 444303.550190698, 121311.51049306884 444113.7191601964, 121487.50294539376 443723.12235578307, 121163.25481167776 443525.04046940844, 119563.110664098 442657.1814426472, 119390.53001875918 442547.1483480018, 119369.91508876908 442547.29539768735, 119301.83495040685 442636.79031221016, 119246.5441532886 442592.681546927, 119239.75224650728 442603.8562685206, 119205.23491634712 442581.85140586074, 119198.44308636853 442593.0261836643, 119170.7971086196 442570.97229675093, 118946.12263309682 442861.8678869894, 118932.29984536709 442850.84161970834, 118945.72096277415 442806.24030609924, 118931.89802217041 442795.2140403827, 118829.63442301282 442907.2147723396, 118623.17574477753 442864.210242661, 118684.36930244087 442774.7559849436, 118656.9649509686 442786.0814732701, 118587.76500601589 442719.8290092368, 118533.11875255361 442764.73221622844, 118491.646641275 442731.6569568914, 118436.59403888448 442720.93367303273, 118368.45131166349 442799.3158663039, 118285.83211443818 442777.6704523151, 118019.82795140948 443046.66023264563, 117978.3547090055 443013.58922377584, 117903.2696283613 443080.90326469933, 117765.51949662974 443037.42415937537, 117683.15097155498 443049.1652346546, 117566.01104640303 443005.53761110874, 117517.99744214179 443017.0239524796, 117524.78493931121 443005.84687341383, 117469.64954403209 442984.00874995004, 117008.35825656386 442865.1099456596, 116939.39170998507 442832.2567647785, 116891.29290159344 442832.6236381807, 116705.25699000139 442767.29012522195, 116643.3293895547 442756.63931523496, 116636.54350553759 442767.8175928987, 116595.05870323721 442734.7580647349, 116519.47337410347 442735.33999869187, 116539.8304730923 442701.80471651466, 116553.57335194651 442701.6988814712, 116676.32001401679 442578.36771169293, 116703.37982362723 442522.5294022425, 116764.79906078418 442466.4280438608, 116860.74882553298 442432.31587971066, 116922.59511133126 442431.8439036204, 117038.73929281357 442341.9505816433, 117168.96890077318 442296.4577935773, 117271.37641598095 442206.6740541011, 117373.45233353323 442072.3904833365, 117469.5809745838 442060.54103754304, 117544.75929377279 442004.34606990404, 117618.69026226804 441781.2699328216, 117631.60328687631 441669.9122189506, 117665.55176324962 441614.0278093844, 117740.8220608479 441568.9613287548, 117802.18189116282 441501.747371205, 117829.09469163336 441423.66431596334, 117808.39226950871 441412.6923200294, 117842.26174930362 441345.68365614855, 117841.84794265752 441290.05624494277, 117876.04946668603 441267.5497476413, 117903.0473661416 441200.5926001048, 117930.37624917725 441178.1375298024, 117867.27397672513 441011.71479400276, 117970.05053065778 440966.4475256454, 118038.78876839642 440965.9384706491, 118182.31914783096 440853.6177298174, 118230.51888233252 440864.38881995337, 118312.6796351005 440819.28044919367, 118387.56011225778 440718.59640514915, 118387.39704596832 440696.3454450422, 118346.1518827918 440696.64788056805, 118332.97508599656 440774.62712682365, 118264.64327044778 440830.7595265627, 118189.02917020617 440831.316114967, 118148.03132745581 440864.9966289405, 118141.07527967557 440853.92186186, 118134.03710098553 440831.72162561177, 118171.0167885024 440252.8927199554, 118157.34921471961 440264.1195580558, 118150.72057993899 440297.5466699286, 118093.28620557426 440898.7790291255, 118018.08493522 440954.96560849197, 117935.68141361605 440966.7024079461, 117860.31750142327 441000.64041502506, 117860.56564294233 441034.0168498444, 117916.62918471539 441178.2395648672, 117834.97456417477 441290.1073799447, 117828.3495614393 441323.5349701978, 117787.52398757273 441379.46944463, 117808.64078492619 441446.0687702461, 117774.85537350165 441524.20315739326, 117644.93296408658 441614.18197381316, 117624.73043058922 441669.96364453674, 117597.40563493993 441692.42041040654, 117605.02815596167 441792.4983157339, 117564.2089898799 441848.43466303305, 117564.70934256745 441915.1875843142, 117530.93103209311 441993.32368359, 117448.88036406893 442049.5705274795, 117366.32851904462 442039.06580455805, 117318.89363299357 442128.43244106584, 117216.6519935495 442240.46616673865, 117168.80033587341 442274.20681780967, 117099.91120775064 442252.4769153781, 117072.84546789883 442308.31304269074, 116977.2307433738 442386.9230631562, 116936.16912323728 442409.4881500552, 116784.98864462889 442410.6428094583, 116730.18445777312 442433.3147899013, 116702.9531988989 442466.9019758555, 116676.23462739686 442567.2422256341, 116553.4876890035 442690.5733951528, 116443.80214293915 442724.7975917206, 116410.04699782086 442802.9414049642, 116369.07742660427 442836.63666851574, 116204.51311701379 442882.4172295866, 116011.16415706082 442761.53553684585, 116004.37968672733 442772.714677152, 116204.59956204671 442893.54271439323, 116225.21309185067 442893.3825897519, 116205.46401567193 443004.797571157, 116164.75710277326 443071.8709895471, 116172.4067397929 443171.9469392462, 116131.87490259674 443261.2716238195, 116125.69728062235 443350.3290369943, 116071.07991428798 443395.2592932574, 116016.98479455015 443506.94309695234, 115941.93341276317 443574.2867570612, 115825.22664203437 443586.3274127112, 115770.43970917401 443609.0100031478, 115736.35126202754 443642.65653539373, 115709.65878192143 443743.0021669942, 115716.87900072252 443787.45006366284, 115662.88385220521 443910.2632834246, 115656.54022146744 443977.0703847904, 115507.87194696622 444289.7777402111, 115228.53759812786 444581.2770186184, 115063.86311593222 444604.84445199906, 115009.5365736717 444683.1629409654, 114920.69000828004 444739.50673683087, 114831.5767969306 444762.4756394293, 114722.2178386217 444830.11437868845, 114646.57420873156 444819.59925617866, 114577.97902565138 444831.2806245334, 114503.0573656575 444909.77162299573, 114345.71849314333 444988.9345406863, 114297.45891774312 444967.07547639735, 114262.66316959108 444911.7282526839, 114207.7159339968 444912.1771087953, 114125.75072587476 444968.4789682762, 114008.71500996788 444936.0602582243, 113781.96686865768 444926.8017470241, 113562.91762990272 445017.6258322261, 113488.29228913314 445129.50858441036, 113502.49111852556 445185.02174710424, 113558.17457436805 445273.5689955827, 113558.35937646768 445295.8199670758, 113469.16956353819 445307.6877731258, 113414.59755907072 445352.647317878, 113415.06117539897 445408.2747441763, 113436.40576939452 445497.10696580604, 113471.20678583025 445552.44848050235, 113567.9064698263 445618.40209361684, 113568.09124526336 445640.65307532874, 113383.87779394878 445786.8276428236, 113192.24875401118 445866.31366988865, 113130.16480118019 445833.4555038426, 113069.38912916419 445956.35494098405, 113002.31167231644 446146.065893179, 113084.80567000588 446156.4983613653, 113139.55252001957 446133.78611703916), (116512.85924624284 442768.7694183841, 116994.86988184083 442898.59101234237, 117752.19255012469 443093.15418862796, 116994.86988184083 442898.59101234237, 116512.85924624284 442768.7694183841))",Weidehooi,Kleidek op veen,-1.64,-1.71,1.36,0.24,12.8,5.5,156.73,0.94,31664890,4053105,1741568,1,1,0,0,0,4.3,0.0599571,-3.85,0.45,-2.61244,0.67582644
AFVG6,0.067,"POLYGON ((134621.23799433495 453287.287127394, 135431.60646621618 451859.91240951687, 135417.84517501626 451848.840507578, 135445.19304185855 451826.48117420526, 135526.80332348007 451648.1461600561, 135574.16627174115 451481.0719028186, 135573.90604357715 451414.3171721844, 135525.84678907556 451403.3787943203, 135600.56405571365 451213.9461309603, 135593.5744090051 451180.59548427875, 135379.30257938147 450769.7742450798, 135283.39063577814 450803.53059438796, 135276.398312086 450770.1804086397, 135235.28072716418 450781.4692453219, 135228.1997802638 450725.86757694074, 135193.89805358753 450726.0037687425, 135179.86766422947 450648.1778913906, 135193.54435730862 450636.99757422094, 135165.57120988698 450503.59742980707, 135131.31230157928 450514.85982232215, 135117.50226911536 450492.66299462743, 135000.91557857598 450504.2553659562, 135000.647735675 450437.50074665656, 135027.9123914295 450392.88763484854, 135013.87851625078 450315.06225652073, 135109.8868852955 450303.55228534597, 135082.26535229414 450259.158798837, 135109.66491138088 450247.9234474032, 134763.86000111626 449570.63276773074, 134660.29550768444 449415.29107517103, 134625.5755689229 449315.2994102906, 134445.6884648386 448960.0078285923, 134205.86241753132 449050.00968590827, 134199.0925900984 449072.28979708534, 134027.9013648419 449162.0144239213, 133815.4947484181 449240.7939824077, 133801.58075082643 449196.3493444276, 133815.3056593907 449196.2910097366, 133801.2969344139 449129.5948910128, 133773.89411384775 449140.83741652727, 133711.98883285117 449107.7235095252, 133684.39583828457 449074.46356408193, 133670.38503285506 449007.76782176376, 133677.15259100453 448985.48699157307, 133656.23098970266 448907.69491140154, 133560.2945790357 448941.48431881005, 133326.76576638245 448897.9901326484, 133134.60553028894 448898.82908073475, 132983.18037848955 448799.36186461675, 132955.3840669425 448721.6030396346, 132975.9733957388 448721.5120585199, 133016.80871892185 448643.4502437966, 133023.475806492 448598.9170768725, 132947.2417374115 448432.36446785484, 132940.08293630215 448365.64047519135, 132905.37060261337 448276.78661366773, 132952.58052656337 448087.4367111905, 133020.43586877183 447909.12223376124, 132835.44782455204 447987.8224545778, 132684.8852184337 448088.6273114502, 132445.8535110292 448356.72528956196, 132363.7931722438 448423.8528004081, 132342.89931993783 448357.19198552653, 132287.68639625277 448290.68744458584, 132204.50828064777 448113.0517754198, 132183.81463417783 448090.8945099121, 131923.3438091709 448169.9746248423, 131820.74773093464 448248.33210661385, 131731.5707204919 448259.8733552146, 131642.6546675567 448327.04477059987, 131636.41652921596 448460.58550934395, 131574.80208064948 448494.2524540098, 131417.89041976572 448695.25942197355, 131335.90224816249 448773.52963174705, 131315.57736395366 448829.25598478474, 131309.295897345 448951.67151485913, 131268.6486800455 449063.1245554631, 131275.6701445674 449096.4690649503, 131344.5600498007 449151.77160872525, 131235.44915944367 449296.9282079119, 131201.5624374272 449386.09769235284, 131222.20209543197 449397.12518933223, 130896.31442606453 450121.87956660526, 130869.51604949473 450255.5212027352, 130835.58862829457 450333.56757190183, 130767.41244511105 450422.9065919726, 130383.9786623773 450580.5497669453, 130315.8139684264 450669.89501400036, 130021.70768691669 450849.37671813846, 129932.97300571969 450938.8304515401, 129796.16567502124 451017.4026838834, 129763.10558712471 451262.3426263286, 129655.33256368837 451652.30085563916, 129553.35558885752 451830.8373021634, 129423.55180462438 451931.63639148144, 129375.88428840267 451998.63761905645, 129431.38125465112 452120.73899925646, 129342.39350699338 452154.574678611, 129605.39460665637 452620.52114302426, 129653.22898869874 452586.89934211166, 129722.37153546771 452697.8085042171, 129907.30363088711 452652.36923026247, 129879.53616773126 452585.7528938687, 129893.19567707718 452574.55797667184, 129933.72668443718 452451.96733064385, 130022.76882783853 452429.26796796755, 130008.941175031 452407.0852326471, 129973.58899942169 452195.86789694877, 130076.35263660594 452173.1006174037, 130054.94191730402 452006.3172025853, 130233.3206196232 452016.5532587342, 130288.02367468619 451982.9035083186, 130365.77936449766 452449.8119416037, 130393.76087991246 452560.9340457726, 130441.5462601491 452516.1940616142, 130914.3640794986 452436.0031993198, 131277.99696404196 452467.6363456146, 131736.90841881 452343.0858731335, 131897.27708161497 452909.76665264706, 132020.55528247872 452875.81830595754, 132274.12644772726 452841.27685389004, 132431.5954630319 452784.93080232426, 132801.65337658144 452727.63783021737, 133055.09023814875 452659.75881375966, 133089.96591872667 452793.11738079827, 132994.206657649 452849.1695582548, 132925.97755222267 452927.35353859316, 132892.0860288355 453016.51196042943, 132878.81636382738 453116.7050152532, 132906.68876542128 453216.71545056615, 133255.80880576017 453081.6668888413, 133736.88427760577 454937.6351914008, 133805.38237983367 454926.21707044676, 133894.2558596145 454870.20934697206, 133968.10598591075 454502.7379152762, 134042.7165140644 454313.28093770536, 134423.7692729301 453621.87906741153, 134519.20925664515 453487.97363108146, 134525.92858804803 453454.5679999117, 134621.23799433495 453287.287127394))",Weidehooi,Klei met zware tussenlaag of ondergrond,0.76,0.46,3.32,1.2,7.5,17.3,82.43,0.69,20856475,1564235,3608170,1,1,0,0,0,2.4,0.019342036,-1.95,0.45,-0.705833333,0.625377616
AFVG8,0.068,"POLYGON ((133689.48040573893 456673.501488156, 133155.35427533317 456753.7000715943, 132795.07594242314 457400.6074284794, 132693.00703993562 457556.82927092415, 132549.8402393238 457713.238582445, 132269.92648040003 457925.9055783303, 131109.04121709176 458699.0482440918, 131294.66364450628 458842.79966702295, 131700.53721741235 459219.1698668514, 131700.69361057066 459252.54752605845, 132209.8873842911 459773.115782365, 132257.6699228922 459739.51859363966, 132421.31301672812 459583.00697677274, 132455.35197832057 459538.3480194538, 132448.4533071441 459527.2531777189, 132523.43174516986 459449.03081558936, 132728.18410904854 459292.3438287531, 132810.0191634224 459214.0951590922, 132925.8043015208 459068.9403690332, 133000.89563355935 459012.97706483834, 133021.44243322234 459012.8862146177, 133451.18990350678 458610.46587315336, 133532.95156606825 458509.9774415547, 133634.88351912258 458320.39497781976, 133689.01527523444 458164.3975195833, 133687.2516343135 457752.73997670255, 133666.60420669123 457730.5763161317, 133659.22851705685 457608.22107779956, 133590.57620455883 457575.13781013445, 133576.97019837768 457597.44853935565, 133570.74235008896 457742.11440783954, 133536.96896173686 457853.520835124, 132575.10797779076 458758.9782511355, 132445.42571572695 458859.6997098951, 132424.17121588948 458704.03056145174, 132430.97008690558 458692.87359162443, 132520.06225822575 458703.59620312287, 133133.96154039114 458122.30214457755, 133106.46296098008 458100.17091428005, 132873.556493082 458101.2014840477, 132873.30904031973 458045.57210502925, 133222.62395521475 458032.90445231856, 133413.65943019564 457854.0543866779, 133386.1122930013 457820.7957424641, 133290.20424372843 457821.2133718555, 133249.1980891297 457843.6446711971, 133208.04608747308 457832.6986864971, 133016.2796126678 457844.6685385367, 133015.9846057308 457777.9133033466, 133303.6627736322 457765.5242260989, 133447.43005666567 457742.64711820136, 133467.83763747232 457709.18049799546, 133460.36068724864 457564.57380862307, 133432.8605114224 457542.44078903826, 133158.8221909381 457543.6363278082, 133138.171536675 457521.47486434656, 133131.17382982504 457488.1273696807, 133137.8781912457 457454.7196555848, 133151.58035127292 457454.659462567, 133165.42900002646 457487.9769114345, 133583.2463453046 457463.90858040086, 133644.762675815 457430.2659188566, 133643.3299995735 457096.48988046026, 133629.48349641805 457063.1711225005, 133560.8234947218 457030.0882820152, 133334.81547955927 457053.31938754994, 133245.69561303794 457042.5821639101, 133225.0919800514 457031.5462149006, 133218.14290613867 457009.3244824172, 133245.25781584904 456942.4494163037, 133286.31997785514 456931.1439836066, 133416.50420356388 456930.5775785858, 133437.1560381158 456952.7401804114, 133642.66142754938 456940.7277847567, 133669.83010913228 456884.9809098636, 133689.48040573893 456673.501488156))",Bedrijventerrein,Klei met zware tussenlaag of ondergrond,1.77,1.55,3.8,0.37,3.1,63.5,36.7,0.31,3401560,105448,2159990,1,1,0,0,0,1.125,-0.412741984,-1.425,-0.3,-0.91875,0.555793352
